IBGE,IBGE7,UF,Município,Região,População 2020,Capital,Diário Oficial público?,Disponível desde (data),Link para o DO,Formato,Navegação
292090,2920908,BA,Mascote,Região Nordeste,13717,,,,,,
292100,2921005,BA,Mata de São João,Região Nordeste,47126,,,,,,
292105,2921054,BA,Matina,Região Nordeste,12283,,,,,,
292110,2921104,BA,Medeiros Neto,Região Nordeste,22716,,,,,,
292120,2921203,BA,Miguel Calmon,Região Nordeste,25894,,,,,,
292130,2921302,BA,Milagres,Região Nordeste,10893,,,,,,
292140,2921401,BA,Mirangaba,Região Nordeste,18474,,,,,,
292145,2921450,BA,Mirante,Região Nordeste,8447,,,,,,
292150,2921500,BA,Monte Santo,Região Nordeste,49278,,,,,,
292160,2921609,BA,Morpará,Região Nordeste,8497,,,,,,
292170,2921708,BA,Morro do Chapéu,Região Nordeste,35440,,,,,,
292180,2921807,BA,Mortugaba,Região Nordeste,12052,,,,,,
292190,2921906,BA,Mucugê,Região Nordeste,8889,,,,,,
292200,2922003,BA,Mucuri,Região Nordeste,42251,,,,,,
292205,2922052,BA,Mulungu do Morro,Região Nordeste,10673,,,,,,
292210,2922102,BA,Mundo Novo,Região Nordeste,26970,,,,,,
292220,2922201,BA,Muniz Ferreira,Região Nordeste,7443,,,,,,
292225,2922250,BA,Muquém de São Francisco,Região Nordeste,11417,,,,,,
292230,2922300,BA,Muritiba,Região Nordeste,29410,,,,,,
292240,2922409,BA,Mutuípe,Região Nordeste,22282,,,,,,
292250,2922508,BA,Nazaré,Região Nordeste,28594,,,,,,
292260,2922607,BA,Nilo Peçanha,Região Nordeste,14079,,,,,,
292265,2922656,BA,Nordestina,Região Nordeste,13164,,,,,,
292270,2922706,BA,Nova Canaã,Região Nordeste,16472,,,,,,
292273,2922730,BA,Nova Fátima,Região Nordeste,7821,,,,,,
292275,2922755,BA,Nova Ibiá,Região Nordeste,6554,,,,,,
292280,2922805,BA,Nova Itarana,Região Nordeste,8279,,,,,,
292285,2922854,BA,Nova Redenção,Região Nordeste,9123,,,,,,
292290,2922904,BA,Nova Soure,Região Nordeste,26998,,,,,,
292300,2923001,BA,Nova Viçosa,Região Nordeste,43783,,,,,,
292303,2923035,BA,Novo Horizonte,Região Nordeste,12522,,,,,,
292305,2923050,BA,Novo Triunfo,Região Nordeste,15443,,,,,,
292310,2923100,BA,Olindina,Região Nordeste,28304,,,,,,
292320,2923209,BA,Oliveira Dos Brejinhos,Região Nordeste,21810,,,,,,
292330,2923308,BA,Ouriçangas,Região Nordeste,8570,,,,,,
292335,2923357,BA,Ourolândia,Região Nordeste,17511,,,,,,
292340,2923407,BA,Palmas de Monte Alto,Região Nordeste,21796,,,,,,
292350,2923506,BA,Palmeiras,Região Nordeste,9071,,,,,,
292360,2923605,BA,Paramirim,Região Nordeste,21695,,,,,,
292370,2923704,BA,Paratinga,Região Nordeste,32141,,,,,,
292380,2923803,BA,Paripiranga,Região Nordeste,29058,,,,,,
292390,2923902,BA,Pau Brasil,Região Nordeste,9686,,,,,,
292400,2924009,BA,Paulo Afonso,Região Nordeste,118516,,,,,,
292405,2924058,BA,pé de Serra,Região Nordeste,13556,,,,,,
292410,2924108,BA,Pedrão,Região Nordeste,7394,,,,,,
292420,2924207,BA,Pedro Alexandre,Região Nordeste,16682,,,,,,
292430,2924306,BA,Piatã,Região Nordeste,16984,,,,,,
292440,2924405,BA,Pilão Arcado,Região Nordeste,35175,,,,,,
292450,2924504,BA,Pindaí,Região Nordeste,16285,,,,,,
292460,2924603,BA,Pindobaçu,Região Nordeste,20098,,,,,,
292465,2924652,BA,Pintadas,Região Nordeste,10394,,,,,,
292467,2924678,BA,Piraí do Norte,Região Nordeste,10036,,,,,,
292470,2924702,BA,Piripá,Região Nordeste,10475,,,,,,
292480,2924801,BA,Piritiba,Região Nordeste,24964,,,,,,
292490,2924900,BA,Planaltino,Região Nordeste,9370,,,,,,
292500,2925006,BA,Planalto,Região Nordeste,26426,,,,,,
292510,2925105,BA,Poções,Região Nordeste,46879,,,,,,
292520,2925204,BA,Pojuca,Região Nordeste,39972,,,,,,
292525,2925253,BA,Ponto Novo,Região Nordeste,14819,,,,,,
292530,2925303,BA,Porto Seguro,Região Nordeste,150658,,,,,,
292540,2925402,BA,Potiraguá,Região Nordeste,6916,,,,,,
292550,2925501,BA,Prado,Região Nordeste,28194,,,,,,
292560,2925600,BA,Presidente Dutra,Região Nordeste,15160,,,,,,
292570,2925709,BA,Presidente Jânio Quadros,Região Nordeste,12179,,,,,,
292575,2925758,BA,Presidente Tancredo Neves,Região Nordeste,28004,,,,,,
292580,2925808,BA,Queimadas,Região Nordeste,25433,,,,,,
292590,2925907,BA,Quijingue,Região Nordeste,27626,,,,,,
292593,2925931,BA,Quixabeira,Região Nordeste,8956,,,,,,
292595,2925956,BA,Rafael Jambeiro,Região Nordeste,22633,,,,,,
292600,2926004,BA,Remanso,Região Nordeste,41170,,,,,,
292610,2926103,BA,Retirolândia,Região Nordeste,14495,,,,,,
292620,2926202,BA,Riachão Das Neves,Região Nordeste,22334,,,,,,
292630,2926301,BA,Riachão do Jacuípe,Região Nordeste,33468,,,,,,
292640,2926400,BA,Riacho de Santana,Região Nordeste,35593,,,,,,
292650,2926509,BA,Ribeira do Amparo,Região Nordeste,14612,,,,,,
292660,2926608,BA,Ribeira do Pombal,Região Nordeste,53956,,,,,,
292665,2926657,BA,Ribeirão do Largo,Região Nordeste,5343,,,,,,
292670,2926707,BA,Rio de Contas,Região Nordeste,12932,,,,,,
292680,2926806,BA,Rio do Antônio,Região Nordeste,15448,,,,,,
292690,2926905,BA,Rio do Pires,Região Nordeste,11663,,,,,,
292700,2927002,BA,Rio Real,Região Nordeste,40976,,,,,,
292710,2927101,BA,Rodelas,Região Nordeste,9442,,,,,,
292720,2927200,BA,Ruy Barbosa,Região Nordeste,30857,,,,,,
292730,2927309,BA,Salinas da Margarida,Região Nordeste,15862,,,,,,
292740,2927408,BA,Salvador,Região Nordeste,2886698,Capital,,,,,
292750,2927507,BA,Santa Bárbara,Região Nordeste,20883,,,,,,
292760,2927606,BA,Santa Brígida,Região Nordeste,14063,,,,,,
292770,2927705,BA,Santa Cruz Cabrália,Região Nordeste,27922,,,,,,
292780,2927804,BA,Santa Cruz da Vitória,Região Nordeste,6278,,,,,,
292790,2927903,BA,Santa Inês,Região Nordeste,10606,,,,,,
292800,2928000,BA,Santaluz,Região Nordeste,37531,,,,,,
292805,2928059,BA,Santa Luzia,Região Nordeste,12449,,,,,,
292810,2928109,BA,Santa Maria da Vitória,Região Nordeste,39775,,,,,,
292820,2928208,BA,Santana,Região Nordeste,26705,,,,,,
292830,2928307,BA,Santanópolis,Região Nordeste,8966,,,,,,
292840,2928406,BA,Santa Rita de Cássia,Região Nordeste,28481,,,,,,
292850,2928505,BA,Santa Teresinha,Região Nordeste,10464,,,,,,
292860,2928604,BA,Santo Amaro,Região Nordeste,60131,,,,,,
292870,2928703,BA,Santo Antônio de Jesus,Região Nordeste,102380,,,,,,
